id_doc,titre,texte,langue,date_publication,source_nom,id_type_donnee,type_donnee,date_collecte,format
93,CoviPrev - Santé mentale 2024-00,Taux d'anxiété : 25%,fr,2024-01-01 00:00:00.000000,Santé Publique France - CoviPrev,4,Données Décisionnelles,2025-11-18 22:27:31.006977,csv
83,Enquête confiance politique 2024,Taux de confiance dans les institutions : 60%,fr,2024-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv
84,Enquête confiance politique 2023,Taux de confiance dans les institutions : 58%,fr,2023-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv
85,Enquête confiance politique 2022,Taux de confiance dans les institutions : 56%,fr,2022-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv
86,Enquête confiance politique 2021,Taux de confiance dans les institutions : 54%,fr,2021-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv
87,Enquête confiance politique 2020,Taux de confiance dans les institutions : 52%,fr,2020-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv
88,Enquête confiance politique 2019,Taux de confiance dans les institutions : 50%,fr,2019-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv
89,Enquête confiance politique 2018,Taux de confiance dans les institutions : 48%,fr,2018-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv
90,Enquête confiance politique 2017,Taux de confiance dans les institutions : 46%,fr,2017-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv
91,Enquête confiance politique 2016,Taux de confiance dans les institutions : 44%,fr,2016-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv
92,Enquête confiance politique 2015,Taux de confiance dans les institutions : 42%,fr,2015-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv
